orf	glu_oligo.Slide3A	glu_oligo.Slide3B	glu_oligo.Slide3C	glu_oligo.Slide3D	avg.expr
YAL003W	6.73186528497409	6.07846952010376	6.35767097966728	1.58843537414966	4.50867898223963
YAL020C	0.891089108910891	3.06609195402299	4.21348314606742	1.91701828410689	2.16742189796013
YAL035C-A	1.07425742574257	2.52586206896552	9.62546816479401	2.22051282051282	2.7596136574449
YAL049C	1.17542748575047	1.21585325908942	2.79485899675568	0.824008996345235	1.34692128236
YAL065C	0.779069767441861	1.07692307692308	2.76049618320611	2.50115606936416	1.55139448936751
YAR020C	0.0844178684488217	0.264541213063764	2.162177328844	2.30907457322552	0.577848842611968
YAL008W	0.602006688963211	2.8735632183908	6.87682333873582	2.9789029535865	2.43986936415369
YAL024C	0.410763052208835	0.730426164519326	2.26328310864393	1.71923076923077	1.03946575896623
YAL038W	271.151884700665	77.0072711719418	24.091737545565	14.3041070604522	51.792671071087
YAL055W	0.27392051030422	0.353631569994897	4.11545623836127	0.572024326672459	0.69103813870635
YAL069W	0.2284626368396	0.564936677427365	1.9622641509434	1.25550447616743	0.750926918659517
YAR029W	0.135068153655514	0.245890292438138	2.40222575516693	1.58384773662551	0.596218432578161
YAR062W	0.332391181458451	0.287982480153299	3.63396020714091	1.48454143933489	0.847709427955552
YBL006C	1.50780608052588	1.00152052711607	3.83456425406204	2.02771025765678	1.85110824727419
YBL022C	0.9933598937583	0.792870544090056	3.25623052959502	1.3486529318542	1.36373837805915
YBL038W	1.67542323409224	0.824946846208363	2.64051172707889	4.42798913043478	2.0049857336396
YBL054W	0.39238845144357	0.511520737327189	3.33681765389082	1.67328918322296	1.02889423781301
YBL070C	0.716242191254205	0.408222087378641	1.82768204558088	0.641721854304636	0.765245824577029
YAR069C	0.891089108910891	3.28448275862069	3.06427221172023	0.975545851528384	1.71985085974775
YBL010C	0.314666666666667	0.445191661062542	0.995701058201058	1.15364025695931	0.633358032688615
YBL026W	1.23206943809959	0.755541481950602	4.16666666666667	0.89592123769339	1.36533122341431
YBL042C	0.410124280084874	0.376071951474587	1.64376799670917	0.362962962962963	0.550772584196849
YBL058W	2.08383961117861	1.59195725534308	1.85460734257233	0.75260078023407	1.46690869458564
YBL074C	0.108006672226856	0.137358393408857	1.56872605363985	1.67109721136304	0.44408249357121
YBL086C	0.124357587232892	0.122386569306622	0.639705118886928	0.27523390983839	0.227521243914097
YBL101C	0.0783744557329463	0.159709515096066	0.227497527200791	0.11211518359915	0.133670819460295
YBR002C	0.0562822252374491	0.136458000638774	0.515159171298636	0.205882352941176	0.168940083938854
YBR016W	0.22030263314667	0.355513080874447	0.27962285392626	0.210573248407643	0.260593022709407
YBR032W	0.0678478461667646	0.133220910623946	0.543310922732145	0.168842144802329	0.169691246548287
YBR048W	2.83124064797346	2.71092446985942	3.44121039419228	1.94213973799127	2.67621792813746
YBL090W	0.125083166999335	0.120006602839221	0.582883854728515	0.34783853421128	0.234877238515443
YBL103C	0.165672326755392	0.460689344446948	0.781726799497397	0.446723646723647	0.404052706735782
YBR006W	0.427553444180523	1.20402298850575	3.01608579088472	0.89592123769339	1.08601213396537
YBR020W	0.0467461669505963	0.0867801569357627	0.322057911980873	0.0380866965620329	0.0839882300147735
YBR036C	0.0404624277456647	0.139057750759878	0.105960890512328	0.0809642625591858	0.0833530556593242
YBR052C	0.230059886586465	0.298361021295574	0.270330736677538	0.123742239349176	0.218901680866189
YBR064W	0.0854995302223614	0.457916421424367	1.69799658994032	1.80536912751678	0.588590425170272
YBR080C	0.766550522648084	2.60632183908046	2.81781376518219	1.47789473684211	1.69836547994765
YBR094W	0.637153496069508	0.473941368078176	3.18973941368078	0.446517739816032	0.809824017323517
YBR110W	0.948202660628361	0.793974732750243	1.35050071530758	1.54630788485607	1.11975925355115
YBR126C	1.84313725490196	1.1397988135156	2.55732946298984	1.74418604651163	1.74961036151574
YBR142W	0.891089108910891	1.30172413793103	3.25997248968363	1.60478199718706	1.56952239953514
YBR068C	1.08994786695058	0.478542685067653	1.50305464177383	1.28342343993402	1.00153881673728
YBR084C-A	14.8009223674097	10.7467463946535	6.0750137892995	11.3628664495114	10.2364704686147
YBR098W	0.0488164871808889	0.064872961917382	1.67933941166351	0.71875	0.248648960180489
YBR114W	0.543703703703704	1.11383928571429	1.82190476190476	1.77402446126966	1.18281690924638
YBR130C	0.165488126649077	0.597410899792233	2.19257837492003	1.0170581655481	0.685228195404209
YBR146W	0.642857142857143	1.00718430505665	2.62056247118488	0.70155630149527	1.04452807523078
YBR158W	2.7415700026976	3.17260329737431	4.53012807054377	1.75387901956375	2.88324339599447
YBR173C	2.18316831683168	1.62215909090909	4.1283422459893	1.35150166852058	2.10835256289416
YBR189W	7.82590529247911	16.9741339491917	12.1235819454502	5.04931043455634	9.49612252095278
YBR205W	2.46313112967672	1.66404465871606	3.40185546875	1.42978965321205	2.11305173209351
